USRID	RST
46774	0
46838	0
46979	0
46984	0
47193	0
47195	0
47209	0
47241	0
47343	0
47389	0
47409	0
47413	0
47461	0
47473	0
47619	0
47620	0
47642	0
47695	0
47724	0
47736	0
47738	0
47797	0
47819	0
47829	0
47833	0
47870	0
47965	0
48001	0
48099	0
48121	0
48161	0
48242	0
48246	0
48296	0
48380	0
48384	0
48454	0
48477	0
48512	0
48620	0
48633	0
48752	0
48775	0
48796	0
48818	0
48846	0
48891	0
48912	0
48994	0
48999	0
49005	0
49024	0
49054	0
49170	0
49197	0
49228	0
49392	0
49455	0
49548	0
49555	0
49577	0
49654	0
49712	0
49773	0
50068	0
50423	0
50426	0
50449	0
50535	0
50545	0
50566	0
50629	0
50647	0
50670	0
50763	0
50834	0
50862	0
50885	0
50974	0
50987	0
50991	0
51057	0
51098	0
51158	0
51185	0
51206	0
51242	0
51369	0
51378	0
51467	0
51604	0
51609	0
51612	0
51655	0
51696	0
51710	0
51778	0
51805	0
51839	0
52098	0
52099	0
52134	0
52249	0
52274	0
52380	0
52421	0
52498	0
52505	0
52515	0
52527	0
52559	0
52724	0
52738	0
52742	0
52764	0
52845	0
52902	0
52974	0
53044	0
53198	0
53261	0
53264	0
53314	0
53365	0
53386	0
53389	0
53422	0
53438	0
53524	0
53607	0
53692	0
53826	0
53934	0
54066	0
54079	0
54096	0
54097	0
54125	0
54231	0
54295	0
54359	0
54364	0
54421	0
54526	0
54538	0
54545	0
54620	0
54684	0
54731	0
54802	0
54847	0
54909	0
54996	0
55001	0
55028	0
55178	0
55186	0
55191	0
55252	0
55259	0
55311	0
55314	0
55442	0
55479	0
55480	0
55501	0
55575	0
55594	0
55599	0
55687	0
55738	0
55739	0
55744	0
55784	0
55867	0
55922	0
55942	0
55993	0
56048	0
56129	0
56133	0
56145	0
56171	0
56254	0
56264	0
56392	0
56470	0
56493	0
56537	0
56619	0
56630	0
56707	0
56734	0
56754	0
56777	0
56830	0
56915	0
56917	0
56992	0
57155	0
57173	0
57190	0
57195	0
57212	0
57306	0
57346	0
57362	0
57380	0
57392	0
57427	0
57473	0
57485	0
57582	0
57686	0
57746	0
57879	0
58139	0
58155	0
58189	0
58212	0
58315	0
58317	0
58423	0
58492	0
58549	0
58601	0
58679	0
58694	0
58834	0
58835	0
58846	0
58867	0
58926	0
59028	0
59039	0
59083	0
59095	0
59213	0
59240	0
59261	0
59324	0
59430	0
59444	0
59448	0
59515	0
59526	0
59536	0
59594	0
59597	0
59643	0
59662	0
59720	0
59932	0
59972	0
59984	0
60041	0
60056	0
60082	0
60216	0
60281	0
60282	0
60324	0
60400	0
60422	0
60460	0
60499	0
60553	0
60622	0
60757	0
60759	0
60765	0
60784	0
60795	0
60886	0
60943	0
60995	0
61013	0
61097	0
61118	0
61299	0
61304	0
61373	0
61394	0
61419	0
61454	0
61476	0
61480	0
61552	0
61567	0
61631	0
61686	0
61793	0
61964	0
61985	0
62098	0
62119	0
62125	0
62276	0
62425	0
62521	0
62550	0
62586	0
62591	0
62601	0
62661	0
62663	0
62668	0
62716	0
62720	0
62779	0
62801	0
62804	0
62892	0
63022	0
63027	0
63087	0
63108	0
63120	0
63139	0
63213	0
63255	0
63285	0
63327	0
63332	0
63419	0
63494	0
63534	0
63568	0
63667	0
63682	0
63716	0
63782	0
63830	0
63938	0
63962	0
63984	0
64113	0
64144	0
64203	0
64266	0
64338	0
64341	0
64364	0
64413	0
64488	0
64494	0
64505	0
64624	0
64817	0
64879	0
64883	0
64894	0
64935	0
64981	0
64993	0
65046	0
65112	0
65146	0
65192	0
65275	0
65287	0
65402	0
65420	0
65480	0
65485	0
65490	0
65524	0
65536	0
65606	0
65634	0
65659	0
65668	0
65676	0
65690	0
65763	0
65816	0
65858	0
65882	0
65888	0
65898	0
65925	0
66158	0
66172	0
66246	0
66276	0
66278	0
66322	0
66362	0
66450	0
66496	0
66512	0
66612	0
66653	0
66665	0
66692	0
66801	0
66945	0
67010	0
67054	0
67092	0
67108	0
67176	0
67276	0
67280	0
67329	0
67450	0
67451	0
67499	0
67501	0
67564	0
67639	0
67652	0
67672	0
67777	0
67816	0
67855	0
67883	0
67902	0
67929	0
68027	0
68195	0
68252	0
68271	0
68447	0
68507	0
68523	0
68677	0
68751	0
68756	0
68802	0
68803	0
68859	0
68927	0
68995	0
69023	0
69081	0
69271	0
69321	0
69381	0
69423	0
69435	0
69443	0
69559	0
69629	0
69633	0
69688	0
69730	0
69798	0
69827	0
69843	0
69871	0
69920	0
69953	0
70009	0
70044	0
70101	0
70113	0
70152	0
70153	0
70252	0
70338	0
70413	0
70451	0
70467	0
70504	0
70528	0
70545	0
70550	0
70637	0
70656	0
70689	0
70883	0
70895	0
70909	0
71051	0
71103	0
71159	0
71169	0
71226	0
71264	0
71300	0
71390	0
71394	0
71422	0
71433	0
71485	0
71560	0
71594	0
71639	0
71648	0
71650	0
71660	0
71736	0
71766	0
71777	0
71801	0
71816	0
71913	0
71974	0
71978	0
72071	0
72113	0
72181	0
72237	0
72272	0
72355	0
72362	0
72376	0
72533	0
72545	0
72567	0
72574	0
72590	0
72697	0
72762	0
72770	0
72810	0
72993	0
73009	0
73016	0
73099	0
73173	0
73200	0
73204	0
73221	0
73222	0
73232	0
73287	0
73331	0
73406	0
73635	0
73722	0
73863	0
73867	0
73875	0
73979	0
74002	0
74051	0
74071	0
74087	0
74146	0
74236	0
74313	0
74330	0
74462	0
74499	0
74569	0
74580	0
74598	0
74620	0
74692	0
74735	0
74752	0
74783	0
74856	0
74872	0
74934	0
74959	0
75012	0
75126	0
75161	0
75248	0
75262	0
75335	0
75359	0
75441	0
75501	0
75516	0
75518	0
75553	0
75603	0
75651	0
75673	0
75751	0
75819	0
75892	0
75904	0
75955	0
75962	0
75965	0
75967	0
76062	0
76114	0
76117	0
76184	0
76219	0
76270	0
76325	0
76338	0
76359	0
76419	0
76430	0
76481	0
76530	0
76545	0
76575	0
76591	0
76654	0
76681	0
76723	0
76756	0
76801	0
76830	0
76861	0
76962	0
76974	0
76997	0
77009	0
77120	0
77156	0
77224	0
77275	0
77391	0
77407	0
77441	0
77503	0
77619	0
77680	0
77711	0
77756	0
77912	0
77935	0
77949	0
77992	0
78188	0
78297	0
78355	0
78387	0
78397	0
78403	0
78456	0
78533	0
78630	0
78725	0
78780	0
78784	0
78814	0
78898	0
78976	0
78998	0
79117	0
79130	0
79166	0
79357	0
79547	0
79566	0
79600	0
79610	0
79633	0
79644	0
79816	0
79870	0
80000	0
80016	0
80110	0
80116	0
80200	0
80226	0
80254	0
80319	0
80328	0
80343	0
80355	0
80363	0
80460	0
80512	0
80552	0
80593	0
80678	0
80831	0
80841	0
80890	0
81027	0
81050	0
81075	0
81154	0
81190	0
81263	0
81301	0
81404	0
81476	0
81511	0
81522	0
81542	0
81587	0
81626	0
81634	0
81635	0
81720	0
81918	0
82063	0
82177	0
82193	0
82262	0
82383	0
82437	0
82456	0
82518	0
82551	0
82701	0
82722	0
82739	0
82745	0
82790	0
82793	0
82800	0
82806	0
83006	0
83041	0
83047	0
83125	0
83137	0
83159	0
83283	0
83291	0
83308	0
83445	0
83504	0
83519	0
83527	0
83538	0
83552	0
83569	0
83638	0
83656	0
83698	0
83724	0
83756	0
83781	0
83889	0
83902	0
83963	0
84059	0
84092	0
84168	0
84230	0
84242	0
84286	0
84328	0
84372	0
84380	0
84409	0
84418	0
84499	0
84535	0
84543	0
84565	0
84566	0
84667	0
84885	0
84940	0
85008	0
85088	0
85115	0
85250	0
85264	0
85297	0
85353	0
85373	0
85403	0
85450	0
85477	0
85548	0
85551	0
85578	0
85657	0
85919	0
86023	0
86025	0
86140	0
86173	0
86176	0
86236	0
86387	0
86435	0
86548	0
86576	0
86614	0
86636	0
86674	0
86789	0
86801	0
86831	0
86869	0
86959	0
86974	0
86978	0
86985	0
86988	0
87008	0
87062	0
87084	0
87110	0
87126	0
87128	0
87191	0
87202	0
87332	0
87345	0
87350	0
87374	0
87405	0
87438	0
87464	0
87488	0
87574	0
87593	0
87617	0
87631	0
87670	0
87690	0
87716	0
87725	0
87744	0
87748	0
87859	0
87870	0
87991	0
88099	0
88146	0
88164	0
88205	0
88235	0
88268	0
88290	0
88386	0
88561	0
88562	0
88606	0
88652	0
88691	0
88777	0
88828	0
89004	0
89049	0
89053	0
89136	0
89247	0
89264	0
89295	0
89544	0
89552	0
89573	0
89590	0
89654	0
89660	0
89677	0
89692	0
89754	0
89761	0
89773	0
89822	0
89877	0
90023	0
90086	0
90166	0
90184	0
90236	0
90264	0
90295	0
90330	0
90440	0
90551	0
90563	0
90717	0
90722	0
90736	0
90788	0
90813	0
90865	0
91042	0
91067	0
91093	0
91210	0
91235	0
91236	0
91442	0
91529	0
91612	0
91646	0
91708	0
91895	0
91905	0
92028	0
92128	0
92134	0
92204	0
92206	0
92234	0
92289	0
92299	0
92417	0
92481	0
92485	0
92599	0
92788	0
92790	0
92818	0
92844	0
92899	0
92990	0
93008	0
93016	0
93069	0
93102	0
93139	0
93200	0
93270	0
93310	0
93350	0
93396	0
93480	0
93501	0
93527	0
93546	0
93576	0
93639	0
93644	0
93726	0
93737	0
93750	0
93752	0
93761	0
93776	0
93824	0
93831	0
93869	0
93897	0
93900	0
93911	0
93970	0
94012	0
94116	0
94263	0
94287	0
94413	0
94432	0
94493	0
94662	0
94664	0
94722	0
94757	0
94767	0
94822	0
94841	0
94916	0
94951	0
95118	0
95222	0
95242	0
95291	0
95330	0
95458	0
95481	0
95503	0
95551	0
95553	0
95602	0
95656	0
95823	0
95867	0
95898	0
95919	0
95953	0
95993	0
96011	0
96028	0
96052	0
96084	0
96110	0
96122	0
96167	0
96193	0
96251	0
96257	0
96260	0
96329	0
96413	0
96592	0
96698	0
96732	0
96798	0
96829	0
96842	0
96916	0
96939	0
97015	0
97020	0
97087	0
97115	0
97241	0
97311	0
97346	0
97422	0
97444	0
97459	0
97478	0
97515	0
97647	0
97671	0
97744	0
97796	0
97893	0
97899	0
98016	0
98073	0
98127	0
98157	0
98212	0
98301	0
98307	0
98399	0
98405	0
98424	0
98441	0
98467	0
98478	0
98496	0
98541	0
98570	0
98573	0
98691	0
98719	0
98781	0
98807	0
98928	0
98967	0
99097	0
99123	0
99131	0
99244	0
99267	0
99282	0
99324	0
99422	0
99565	0
99652	0
99709	0
99718	0
99755	0
99805	0
99858	0
99860	0
99897	0
99936	0
99997	0
31	0
38	0
99	0
168	0
195	0
253	0
265	0
363	0
404	0
425	0
450	0
451	0
471	0
601	0
606	0
620	0
672	0
709	0
728	0
745	0
806	0
812	0
841	0
852	0
869	0
987	0
1105	0
1116	0
1136	0
1185	0
1214	0
1223	0
1229	0
1274	0
1285	0
1324	0
1376	0
1406	0
1498	0
1499	0
1536	0
1546	0
1560	0
1645	0
1652	0
1828	0
1854	0
1904	0
1908	0
1910	0
1940	0
2021	0
2029	0
2150	0
2268	0
2331	0
2394	0
2434	0
2547	0
2569	0
2580	0
2588	0
2619	0
2678	0
2698	0
2764	0
2798	0
2837	0
2842	0
2920	0
2949	0
2959	0
2976	0
2995	0
3039	0
3072	0
3274	0
3298	0
3302	0
3378	0
3438	0
3640	0
3722	0
3810	0
3850	0
3851	0
3969	0
3999	0
4006	0
4071	0
4101	0
4150	0
4182	0
4219	0
4261	0
4263	0
4297	0
4329	0
4364	0
4379	0
4411	0
4418	0
4469	0
4568	0
4620	0
4656	0
4812	0
4910	0
4943	0
5024	0
5026	0
5070	0
5080	0
5196	0
5207	0
5330	0
5339	0
5454	0
5460	0
5607	0
5691	0
5695	0
5732	0
5776	0
5820	0
5879	0
5920	0
5935	0
5963	0
5992	0
6019	0
6253	0
6360	0
6424	0
6514	0
6563	0
6576	0
6663	0
6685	0
6711	0
6805	0
6851	0
6859	0
6883	0
6909	0
6984	0
7071	0
7073	0
7145	0
7164	0
7179	0
7233	0
7266	0
7291	0
7292	0
7293	0
7303	0
7365	0
7389	0
7398	0
7420	0
7431	0
7509	0
7540	0
7564	0
7594	0
7616	0
7625	0
7626	0
7633	0
7663	0
7666	0
7732	0
7762	0
7776	0
7822	0
7923	0
7928	0
8065	0
8151	0
8155	0
8197	0
8238	0
8251	0
8287	0
8329	0
8395	0
8464	0
8497	0
8498	0
8569	0
8657	0
8673	0
8704	0
8806	0
8961	0
8968	0
8990	0
9192	0
9232	0
9284	0
9344	0
9421	0
9446	0
9450	0
9580	0
9701	0
9706	0
9772	0
9819	0
9844	0
10098	0
10196	0
10214	0
10219	0
10254	0
10351	0
10359	0
10537	0
10545	0
10553	0
10595	0
10645	0
10676	0
10784	0
10820	0
10850	0
10918	0
10964	0
10984	0
10985	0
11059	0
11069	0
11099	0
11151	0
11165	0
11175	0
11212	0
11261	0
11288	0
11322	0
11349	0
11361	0
11394	0
11395	0
11456	0
11485	0
11498	0
11500	0
11551	0
11565	0
11649	0
11684	0
11742	0
11763	0
11908	0
11931	0
11990	0
12012	0
12197	0
12199	0
12203	0
12270	0
12310	0
12326	0
12536	0
12721	0
12723	0
12731	0
12885	0
12932	0
12963	0
12983	0
13003	0
13048	0
13071	0
13179	0
13186	0
13210	0
13214	0
13333	0
13419	0
13458	0
13480	0
13491	0
13546	0
13595	0
13697	0
13796	0
13845	0
13846	0
13849	0
13890	0
13894	0
13960	0
13979	0
13993	0
13995	0
14047	0
14199	0
14324	0
14330	0
14334	0
14486	0
14577	0
14631	0
14678	0
14707	0
14733	0
14766	0
14767	0
14775	0
14875	0
14908	0
14999	0
15052	0
15106	0
15149	0
15169	0
15205	0
15221	0
15266	0
15302	0
15303	0
15326	0
15466	0
15517	0
15566	0
15590	0
15615	0
15648	0
15658	0
15979	0
16058	0
16137	0
16229	0
16248	0
16259	0
16265	0
16315	0
16337	0
16357	0
16376	0
16396	0
16468	0
16480	0
16584	0
16636	0
16645	0
16670	0
16707	0
16715	0
16726	0
16794	0
16825	0
16872	0
16925	0
16964	0
17024	0
17026	0
17029	0
17056	0
17121	0
17135	0
17197	0
17251	0
17298	0
17431	0
17446	0
17488	0
17512	0
17524	0
17566	0
17574	0
17652	0
17658	0
17695	0
17723	0
17779	0
17861	0
18029	0
18058	0
18093	0
18232	0
18287	0
18293	0
18327	0
18363	0
18424	0
18452	0
18702	0
18706	0
18802	0
18850	0
18976	0
18988	0
19064	0
19115	0
19116	0
19326	0
19331	0
19337	0
19840	0
19881	0
19918	0
19966	0
19991	0
20013	0
20032	0
20042	0
20105	0
20112	0
20149	0
20180	0
20238	0
20239	0
20283	0
20302	0
20370	0
20373	0
20374	0
20391	0
20414	0
20499	0
20570	0
20640	0
20658	0
20752	0
20757	0
20981	0
20999	0
21026	0
21095	0
21235	0
21262	0
21391	0
21402	0
21608	0
21687	0
21787	0
21824	0
21828	0
21848	0
22089	0
22121	0
22132	0
22249	0
22397	0
22418	0
22470	0
22476	0
22512	0
22545	0
22711	0
22746	0
22797	0
22919	0
22925	0
22929	0
23006	0
23062	0
23064	0
23077	0
23079	0
23171	0
23177	0
23377	0
23382	0
23401	0
23403	0
23684	0
23699	0
23765	0
23777	0
23822	0
23824	0
23842	0
23854	0
23924	0
23931	0
24109	0
24135	0
24164	0
24248	0
24341	0
24420	0
24730	0
24759	0
24775	0
24855	0
24977	0
24988	0
25035	0
25200	0
25201	0
25242	0
25275	0
25408	0
25413	0
25425	0
25455	0
25501	0
25507	0
25515	0
25616	0
25619	0
25637	0
25646	0
25660	0
25720	0
25733	0
25737	0
25738	0
25755	0
25800	0
25971	0
26009	0
26030	0
26065	0
26070	0
26073	0
26084	0
26130	0
26158	0
26234	0
26304	0
26306	0
26678	0
26764	0
26768	0
26790	0
26825	0
26893	0
26919	0
26976	0
27032	0
27050	0
27067	0
27105	0
27223	0
27240	0
27309	0
27347	0
27383	0
27404	0
27427	0
27447	0
27536	0
27599	0
27611	0
27617	0
27712	0
27749	0
27768	0
27806	0
27838	0
27882	0
27904	0
27926	0
28053	0
28091	0
28274	0
28342	0
28389	0
28435	0
28483	0
28540	0
28559	0
28571	0
28597	0
28688	0
28691	0
28699	0
28719	0
28723	0
28765	0
28828	0
28928	0
29052	0
29112	0
29211	0
29243	0
29282	0
29315	0
29332	0
29370	0
29431	0
29518	0
29614	0
29631	0
29656	0
29704	0
29728	0
29745	0
29766	0
29853	0
29882	0
30041	0
30144	0
30247	0
30282	0
30314	0
30362	0
30383	0
30418	0
30566	0
30588	0
30619	0
30701	0
30743	0
30760	0
30810	0
30840	0
30904	0
30970	0
30996	0
31030	0
31055	0
31077	0
31147	0
31299	0
31362	0
31363	0
31423	0
31456	0
31460	0
31471	0
31529	0
31534	0
31538	0
31554	0
31732	0
31768	0
31774	0
31859	0
31869	0
31950	0
31955	0
32025	0
32039	0
32073	0
32078	0
32130	0
32132	0
32144	0
32250	0
32264	0
32282	0
32398	0
32654	0
32672	0
32736	0
32793	0
32872	0
32897	0
32940	0
33107	0
33111	0
33127	0
33174	0
33206	0
33256	0
33277	0
33291	0
33307	0
33322	0
33332	0
33363	0
33511	0
33546	0
33620	0
33625	0
33662	0
33687	0
33699	0
33771	0
33789	0
33801	0
33821	0
33834	0
33849	0
33851	0
33961	0
33989	0
34049	0
34072	0
34091	0
34128	0
34164	0
34166	0
34381	0
34387	0
34405	0
34606	0
34634	0
34647	0
34702	0
34722	0
34747	0
34772	0
34841	0
35010	0
35062	0
35089	0
35091	0
35103	0
35153	0
35154	0
35247	0
35350	0
35353	0
35397	0
35434	0
35452	0
35458	0
35493	0
35522	0
35554	0
35555	0
35567	0
35635	0
35652	0
35746	0
35750	0
35794	0
35917	0
35929	0
35940	0
35986	0
35988	0
36006	0
36041	0
36068	0
36076	0
36141	0
36203	0
36213	0
36276	0
36386	0
36399	0
36414	0
36676	0
36769	0
36806	0
36812	0
36906	0
36944	0
36948	0
36998	0
37098	0
37168	0
37171	0
37175	0
37245	0
37254	0
37331	0
37383	0
37628	0
37633	0
37636	0
37715	0
37796	0
37868	0
37887	0
37898	0
38024	0
38045	0
38047	0
38106	0
38117	0
38156	0
38172	0
38183	0
38242	0
38333	0
38480	0
38530	0
38571	0
38617	0
38708	0
38820	0
38829	0
38900	0
38974	0
39005	0
39072	0
39075	0
39082	0
39114	0
39146	0
39278	0
39290	0
39409	0
39428	0
39729	0
39763	0
39840	0
39926	0
39932	0
40079	0
40084	0
40119	0
40138	0
40230	0
40248	0
40331	0
40369	0
40389	0
40399	0
40428	0
40500	0
40536	0
40639	0
40665	0
40904	0
41025	0
41037	0
41104	0
41110	0
41146	0
41272	0
41296	0
41400	0
41471	0
41512	0
41533	0
41550	0
41577	0
41587	0
41736	0
41756	0
41837	0
41852	0
41860	0
41999	0
42025	0
42046	0
42074	0
42129	0
42138	0
42153	0
42209	0
42221	0
42256	0
42261	0
42338	0
42370	0
42392	0
42454	0
42535	0
42609	0
42687	0
42761	0
42826	0
42848	0
42979	0
42985	0
43023	0
43076	0
43101	0
43219	0
43255	0
43330	0
43333	0
43376	0
43403	0
43443	0
43447	0
43576	0
43725	0
43830	0
43860	0
43894	0
43929	0
44000	0
44003	0
44121	0
44123	0
44188	0
44189	0
44282	0
44295	0
44303	0
44314	0
44526	0
44578	0
44585	0
44663	0
44687	0
44821	0
44878	0
44955	0
44968	0
44985	0
45038	0
45129	0
45144	0
45212	0
45244	0
45282	0
45314	0
45315	0
45342	0
45427	0
45521	0
45545	0
45554	0
45573	0
45580	0
45602	0
45659	0
45665	0
45670	0
45683	0
45727	0
45734	0
45773	0
45854	0
45891	0
45910	0
46093	0
46117	0
46197	0
46356	0
46404	0
46407	0
46604	0
46621	0
46747	0
46939	0
46956	0
46985	0
47105	0
47198	0
47231	0
47253	0
47458	0
47468	0
47485	0
47486	0
47491	0
47558	0
47581	0
47613	0
47668	0
47771	0
47848	0
47992	0
48110	0
48127	0
48167	0
48285	0
48293	0
48295	0
48401	0
48527	0
48603	0
48627	0
48823	0
49139	0
49144	0
49192	0
49376	0
49402	0
49521	0
49573	0
49583	0
49615	0
49617	0
49651	0
49686	0
49798	0
49832	0
49850	0
49855	0
49875	0
49880	0
49928	0
49982	0
49998	0
50013	0
50016	0
50076	0
50090	0
50111	0
50142	0
50143	0
50214	0
50217	0
50288	0
50396	0
50472	0
50556	0
50569	0
50597	0
50640	0
50694	0
50737	0
50738	0
50779	0
50787	0
50872	0
50888	0
50914	0
50926	0
51000	0
51066	0
51069	0
51156	0
51218	0
51324	0
51451	0
51488	0
51491	0
51504	0
51513	0
51531	0
51559	0
51636	0
51649	0
51682	0
51847	0
51945	0
51975	0
52195	0
52203	0
52213	0
52221	0
52381	0
52465	0
52528	0
52561	0
52563	0
52641	0
52643	0
52655	0
52675	0
52685	0
52710	0
52746	0
52752	0
52754	0
52790	0
52801	0
52823	0
52932	0
52937	0
53023	0
53081	0
53092	0
53125	0
53183	0
53188	0
53229	0
53242	0
53353	0
53460	0
53570	0
53588	0
53643	0
53700	0
53795	0
53829	0
53885	0
53900	0
53960	0
53961	0
54001	0
54083	0
54085	0
54121	0
54215	0
54229	0
54245	0
54291	0
54373	0
54389	0
54391	0
54510	0
54564	0
54583	0
54593	0
54718	0
54750	0
54828	0
54864	0
54870	0
54933	0
55011	0
55107	0
55257	0
55273	0
55298	0
55359	0
55365	0
55385	0
55387	0
55408	0
55434	0
55435	0
55628	0
55637	0
55788	0
55891	0
55896	0
55908	0
55951	0
55953	0
55971	0
56027	0
56113	0
56173	0
56212	0
56228	0
56272	0
56279	0
56295	0
56306	0
56332	0
56337	0
56483	0
56562	0
56563	0
56585	0
56632	0
56750	0
56823	0
56840	0
56861	0
56893	0
56910	0
57001	0
57032	0
57122	0
57214	0
57312	0
57330	0
57361	0
57419	0
57449	0
57462	0
57764	0
57779	0
57824	0
57828	0
57835	0
57922	0
57992	0
58020	0
58054	0
58121	0
58173	0
58203	0
58206	0
58253	0
58296	0
58307	0
58313	0
58316	0
58353	0
58390	0
58439	0
58488	0
58497	0
58542	0
58547	0
58590	0
58664	0
58674	0
58687	0
58692	0
58750	0
58823	0
58872	0
58884	0
58925	0
58947	0
58995	0
59127	0
59133	0
59157	0
59218	0
59262	0
59310	0
59322	0
59474	0
59509	0
59522	0
59530	0
59532	0
59572	0
59623	0
59672	0
59702	0
59794	0
59838	0
59868	0
59890	0
59916	0
59995	0
60038	0
60053	0
60062	0
60098	0
60225	0
60257	0
60439	0
60570	0
60581	0
60604	0
60640	0
60655	0
60657	0
60714	0
60764	0
60792	0
60829	0
60831	0
61046	0
61096	0
61103	0
61129	0
61168	0
61178	0
61251	0
61270	0
61308	0
61324	0
61344	0
61429	0
61486	0
61509	0
61516	0
61562	0
61565	0
61626	0
61633	0
61746	0
61801	0
61819	0
61824	0
61841	0
61939	0
61971	0
61987	0
62023	0
62048	0
62297	0
62325	0
62354	0
62377	0
62444	0
62456	0
62463	0
62465	0
62517	0
62533	0
62549	0
62636	0
62686	0
62721	0
62743	0
62771	0
62796	0
62863	0
62876	0
63146	0
63156	0
63200	0
63372	0
63426	0
63499	0
63555	0
63663	0
63795	0
63894	0
63936	0
63953	0
63964	0
63965	0
64015	0
64079	0
64080	0
64085	0
64126	0
64136	0
64137	0
64169	0
64180	0
64233	0
64287	0
64352	0
64366	0
64385	0
64430	0
64513	0
64522	0
64604	0
64626	0
64628	0
64645	0
64661	0
64690	0
64699	0
64824	0
64850	0
64930	0
64936	0
65037	0
65114	0
65136	0
65170	0
65244	0
65248	0
65276	0
65279	0
65291	0
65317	0
65376	0
65403	0
65449	0
65463	0
65558	0
65601	0
65622	0
65660	0
65796	0
65824	0
65964	0
65967	0
65982	0
66152	0
66170	0
66241	0
66315	0
66320	0
66355	0
66402	0
66406	0
66420	0
66438	0
66439	0
66444	0
66598	0
66689	0
66695	0
66700	0
66719	0
66731	0
66744	0
66871	0
67080	0
67126	0
67127	0
67144	0
67244	0
67267	0
67325	0
67398	0
67490	0
67526	0
67569	0
67702	0
67730	0
67799	0
67800	0
67943	0
68022	0
68041	0
68077	0
68111	0
68150	0
68179	0
68208	0
68254	0
68289	0
68358	0
68381	0
68408	0
68455	0
68493	0
68503	0
68568	0
68594	0
68632	0
68643	0
68647	0
68660	0
68675	0
68681	0
68691	0
68799	0
68818	0
68886	0
68942	0
68955	0
68958	0
69036	0
69069	0
69110	0
69139	0
69148	0
69197	0
69330	0
69414	0
69478	0
69482	0
69545	0
69641	0
69665	0
69695	0
69757	0
69769	0
69832	0
69879	0
69889	0
69900	0
69914	0
70025	0
70083	0
70250	0
70298	0
70313	0
70355	0
70372	0
70378	0
70385	0
70409	0
70481	0
70505	0
70515	0
70541	0
70667	0
70699	0
70710	0
70803	0
70928	0
71006	0
71064	0
71212	0
71287	0
71316	0
71324	0
71328	0
71341	0
71384	0
71395	0
71453	0
71455	0
71571	0
71597	0
71606	0
71672	0
71708	0
71731	0
71851	0
71854	0
71888	0
71937	0
71969	0
72044	0
72190	0
72243	0
72266	0
72317	0
72318	0
72497	0
72520	0
72556	0
72611	0
72626	0
72640	0
72696	0
72773	0
72811	0
72878	0
72903	0
72940	0
73044	0
73184	0
73218	0
73315	0
73347	0
73494	0
73577	0
73625	0
73681	0
73700	0
73713	0
73732	0
73809	0
73913	0
74041	0
74058	0
74067	0
74079	0
74084	0
74180	0
74196	0
74254	0
74306	0
74310	0
74315	0
74622	0
74697	0
74880	0
74906	0
74994	0
75031	0
75128	0
75214	0
75244	0
75312	0
75367	0
75376	0
75390	0
75465	0
75476	0
75496	0
75508	0
75535	0
75554	0
75620	0
75638	0
75674	0
75826	0
75836	0
75895	0
76002	0
76046	0
76047	0
76168	0
76308	0
76321	0
76363	0
76476	0
76512	0
76531	0
76556	0
76563	0
76586	0
76674	0
76750	0
76948	0
76969	0
76975	0
76978	0
76984	0
77086	0
77138	0
77152	0
77158	0
77175	0
77186	0
77193	0
77223	0
77268	0
77280	0
77281	0
77328	0
77486	0
77492	0
77532	0
77571	0
77584	0
77631	0
77694	0
77705	0
77713	0
77859	0
77953	0
78003	0
78108	0
78159	0
78189	0
78267	0
78386	0
78395	0
78412	0
78439	0
78479	0
78548	0
78595	0
78649	0
78652	0
78708	0
78709	0
78762	0
78914	0
78951	0
79010	0
79033	0
79043	0
79046	0
79073	0
79085	0
79162	0
79200	0
79206	0
79235	0
79282	0
79289	0
79293	0
79338	0
79380	0
79398	0
79441	0
79443	0
79458	0
79477	0
79583	0
79605	0
79677	0
79734	0
79754	0
79759	0
79950	0
80017	0
80049	0
80084	0
80203	0
80326	0
80333	0
80402	0
80605	0
80792	0
80834	0
80897	0
80964	0
80984	0
81025	0
81032	0
81091	0
81136	0
81265	0
81327	0
81445	0
81545	0
81638	0
81649	0
81678	0
81680	0
81681	0
81686	0
81697	0
81700	0
81794	0
81800	0
81801	0
81829	0
81833	0
81837	0
81897	0
81945	0
81979	0
82024	0
82028	0
82041	0
82081	0
82098	0
82100	0
82162	0
82185	0
82191	0
82235	0
82284	0
82294	0
82344	0
82371	0
82380	0
82428	0
82507	0
82594	0
82605	0
82619	0
82716	0
82792	0
82794	0
83017	0
83149	0
83225	0
83296	0
83361	0
83411	0
83424	0
83464	0
83465	0
83548	0
83589	0
83599	0
83764	0
83767	0
83769	0
83830	0
83875	0
83906	0
83920	0
84023	0
84297	0
84375	0
84434	0
84444	0
84505	0
84536	0
84636	0
84651	0
84654	0
84704	0
84743	0
84797	0
84869	0
84974	0
84978	0
85030	0
85041	0
85042	0
85110	0
85151	0
85157	0
85168	0
85206	0
85232	0
85246	0
85278	0
85402	0
85420	0
85437	0
85443	0
85511	0
85594	0
85596	0
85612	0
85680	0
85709	0
85738	0
85766	0
85770	0
85913	0
85927	0
86009	0
86049	0
86067	0
86068	0
86188	0
86225	0
86375	0
86458	0
86478	0
86583	0
86595	0
86623	0
86682	0
86715	0
86946	0
87016	0
87320	0
87470	0
